,Unnamed: 0,Titr,URL,title,Date,text_file
93,94,Air Canada Announces First Two,https://www.newswire.ca/news-releases/air-canada-announces-first-two-new-routes-to-be-operated-with-game-changing-airbus-a220-300-860435906.html,Air Canada Announces First Two New Routes To Be Operated With Game Changing Airbus A220-300,"Aug 14, 2019, 06:00 ET",860435906.txt
94,95,Air Canada Announces New Montr,https://www.newswire.ca/news-releases/air-canada-announces-new-montreal-seattle-service-to-be-operated-with-quebec-built-airbus-a220-300-893176682.html,Air Canada Announces New Montreal-Seattle Service To Be Operated with Quebec-Built Airbus A220-300,"Aug 14, 2019, 05:50 ET",893176682.txt
95,96,Air Canada and Transat announc,https://www.newswire.ca/news-releases/air-canada-and-transat-announce-increased-purchase-price-to-18-per-share-for-100-of-transat-and-lock-up-and-support-agreement-with-transat-s-largest-shareholder-letko-brosseau-829828418.html,"Air Canada and Transat announce Increased Purchase Price to $18 per Share for 100% of Transat and Lock-up and Support Agreement with Transat's Largest Shareholder, Letko Brosseau","Aug 11, 2019, 19:47 ET",829828418.txt
96,97,Air Canada Announces Longlist ,https://www.newswire.ca/news-releases/air-canada-announces-longlist-for-canada-s-best-new-restaurants-2019-871211603.html,Air Canada Announces Longlist for Canada's Best New Restaurants 2019,"Aug 08, 2019, 07:00 ET",871211603.txt
97,98,Air Canada Named Favorite Airl,https://www.newswire.ca/news-releases/air-canada-named-favorite-airline-in-north-america-at-the-2019-the-trazees-awards-833618230.html,Air Canada Named Favorite Airline in North America at the 2019 The Trazees Awards,"Aug 07, 2019, 10:00 ET",833618230.txt
98,99,Air Canada CEO Sells Block of ,https://www.newswire.ca/news-releases/air-canada-ceo-sells-block-of-shares-for-investment-diversification-estate-planning-and-charitable-giving-821693673.html,"Air Canada CEO Sells Block of Shares for Investment Diversification, Estate Planning and Charitable Giving","Aug 06, 2019, 22:05 ET",821693673.txt
99,100,Air Canada Makes Family Travel,https://www.newswire.ca/news-releases/air-canada-makes-family-travel-more-fun-for-children-and-easier-for-parents-823331604.html,Air Canada Makes Family Travel More Fun for Children and Easier for Parents,"Aug 06, 2019, 13:30 ET",823331604.txt
100,101,Air Canada Partners with Award,https://www.newswire.ca/news-releases/air-canada-partners-with-award-winning-canadian-chef-antonio-park-to-expand-meal-options-on-asian-and-south-american-flights-889659284.html,Air Canada Partners with Award-Winning Canadian Chef Antonio Park to Expand Meal Options on Asian and South American Flights,"Aug 01, 2019, 07:00 ET",889659284.txt
101,102,Air Canada Reports Second Quar,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2019-results-830808883.html,Air Canada Reports Second Quarter 2019 Results,"Jul 30, 2019, 06:02 ET",830808883.txt
102,103,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/-r-e-p-e-a-t-media-advisory-air-canada-to-present-second-quarter-2019-results--888461846.html,/R E P E A T -- Media Advisory - Air Canada to Present Second Quarter 2019 Results/,"Jul 30, 2019, 06:00 ET",888461846.txt
103,104,Air Canada To Resume Full Indi,https://www.newswire.ca/news-releases/air-canada-to-resume-full-india-schedule-850864490.html,Air Canada To Resume Full India Schedule,"Jul 23, 2019, 08:00 ET",850864490.txt
104,105,UPDATE - Media Advisory - Air ,https://www.newswire.ca/news-releases/update-media-advisory-air-canada-to-present-second-quarter-2019-results-867004372.html,UPDATE - Media Advisory - Air Canada to Present Second Quarter 2019 Results,"Jul 18, 2019, 15:25 ET",867004372.txt
105,106,Air Canada Named Among the 50 ,https://www.newswire.ca/news-releases/air-canada-named-among-the-50-most-engaged-workplaces-for-fourth-consecutive-time-878348766.html,Air Canada Named Among the 50 Most Engaged Workplaces for Fourth Consecutive Time,"Jul 18, 2019, 13:17 ET",878348766.txt
106,107,Fun in the Sun! Air Canada Int,https://www.newswire.ca/news-releases/fun-in-the-sun-air-canada-introduces-winter-service-from-quebec-city-to-cancun-mexico-and-punta-cana-dominican-republic-869743454.html,"Fun in the Sun! Air Canada Introduces Winter Service from Quebec City to Cancun, Mexico and Punta Cana, Dominican Republic","Jul 17, 2019, 08:00 ET",869743454.txt
107,108,Air Canada Provides Aeroplan M,https://www.newswire.ca/news-releases/air-canada-provides-aeroplan-members-greater-flexibility-to-manage-flight-reward-bookings-811865622.html,Air Canada Provides Aeroplan Members Greater Flexibility to Manage Flight Reward Bookings,"Jul 17, 2019, 07:00 ET",811865622.txt
108,109,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory-air-canada-to-present-second-quarter-2019-results-835833400.html,Media Advisory - Air Canada to Present Second Quarter 2019 Results,"Jul 16, 2019, 14:44 ET",835833400.txt
109,110,Air Canada Wins for Diversity ,https://www.newswire.ca/news-releases/air-canada-wins-for-diversity-in-leadership-at-2019-airline-strategy-awards-888726862.html,Air Canada Wins for Diversity in Leadership at 2019 Airline Strategy Awards,"Jul 15, 2019, 12:01 ET",888726862.txt
110,111,Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-nets-record-breaking-amount-for-the-health-and-well-being-of-children-and-youth-in-canada-806679425.html,Air Canada Foundation Golf Tournament Nets Record-Breaking Amount for the Health and Well-being of Children and Youth in Canada,"Jul 10, 2019, 12:10 ET",806679425.txt
111,112,Air Canada Launches One-of-a-K,https://www.newswire.ca/news-releases/air-canada-launches-one-of-a-kind-pop-up-yycaesar-bar-in-calgary-this-week-822767407.html,Air Canada Launches One-of-a-Kind Pop Up YYCaesar Bar in Calgary This Week,"Jul 05, 2019, 10:36 ET",822767407.txt
112,113,Taste The Fine Wine Of The Bor,https://www.newswire.ca/news-releases/taste-the-fine-wine-of-the-bordeaux-region-with-air-canada-s-new-seasonal-service-from-montreal-881597930.html,Taste The Fine Wine Of The Bordeaux Region With Air Canada's New Seasonal Service From Montreal,"Jul 04, 2019, 07:00 ET",881597930.txt
113,114,Air Canada to Launch Daily Non,https://www.newswire.ca/news-releases/air-canada-to-launch-daily-non-stop-year-round-calgary-terrace-service-increases-capacity-on-key-regional-routes-803241414.html,"Air Canada to Launch Daily Non-Stop, Year-Round Calgary-Terrace Service; Increases Capacity on Key Regional Routes","Jul 03, 2019, 14:00 ET",803241414.txt
114,115,Air Canada Announces Increased,https://www.newswire.ca/news-releases/air-canada-announces-increased-capacity-and-enhanced-services-to-atlantic-canada-810037185.html,Air Canada Announces Increased Capacity and Enhanced Services to Atlantic Canada,"Jul 03, 2019, 07:00 ET",810037185.txt
115,116,Air Canada Relaunches its Awar,https://www.newswire.ca/news-releases/air-canada-relaunches-its-award-winning-enroute-in-flight-magazine-866153612.html,Air Canada Relaunches its Award-Winning enRoute In-flight Magazine,"Jul 02, 2019, 13:51 ET",866153612.txt
116,117,Air Canada Inaugurates service,https://www.newswire.ca/news-releases/air-canada-inaugurates-service-to-sydney-nova-scotia-from-montreal-861783019.html,"Air Canada Inaugurates service to Sydney, Nova Scotia from Montreal","Jun 28, 2019, 08:00 ET",861783019.txt
117,118,Air Canada and Transat A.T. In,https://www.newswire.ca/news-releases/air-canada-and-transat-a-t-inc-conclude-definitive-arrangement-agreement-for-combination-of-the-two-companies-811621757.html,Air Canada and Transat A.T. Inc. Conclude Definitive Arrangement Agreement for Combination of the Two Companies,"Jun 27, 2019, 08:20 ET",811621757.txt
118,119,Air Canada Congratulates Mark ,https://www.newswire.ca/news-releases/air-canada-congratulates-mark-galardo-vice-president-network-planning-on-being-named-to-canada-s-top-40-under-40-list-872197953.html,"Air Canada Congratulates Mark Galardo, Vice President, Network Planning, on being named to Canada's Top 40 Under 40 list","Jun 26, 2019, 11:10 ET",872197953.txt
119,120,Air Canada Proudly Salutes its,https://www.newswire.ca/news-releases/air-canada-proudly-salutes-its-indigenous-employees-on-national-indigenous-peoples-day-897845526.html,Air Canada Proudly Salutes its Indigenous Employees on National Indigenous Peoples Day,"Jun 21, 2019, 08:00 ET",897845526.txt
120,121,Air Canada Enhances its Award-,https://www.newswire.ca/news-releases/air-canada-enhances-its-award-winning-in-flight-entertainment-by-partnering-with-crave-and-stingray-815065821.html,Air Canada Enhances its Award-Winning In-Flight Entertainment by Partnering with Crave and Stingray,"Jun 20, 2019, 12:23 ET",815065821.txt
121,122,Be Prepared for the Busy Summe,https://www.newswire.ca/news-releases/be-prepared-for-the-busy-summer-travel-season-air-canada-offers-tips-to-make-your-journey-smoother-888042168.html,"Be Prepared for the Busy Summer Travel Season, Air Canada Offers Tips To Make Your Journey Smoother","Jun 20, 2019, 07:00 ET",888042168.txt
122,123,Air Canada Named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-for-third-straight-year-at-2019-skytrax-world-airline-awards-899829384.html,Air Canada Named Best Airline in North America for Third Straight Year at 2019 Skytrax World Airline Awards,"Jun 18, 2019, 10:43 ET",899829384.txt
123,124,Air Canada Introduces Maple Le,https://www.newswire.ca/news-releases/air-canada-introduces-maple-leaf-lounge-express-another-convenient-way-to-work-or-relax-before-flying-to-the-u-s-from-toronto-pearson-837312708.html,Air Canada Introduces Maple Leaf Lounge Express: Another Convenient Way to Work or Relax before Flying to the U.S. from Toronto Pearson,"Jun 14, 2019, 11:55 ET",837312708.txt
124,125,Air Canada is proud to support,https://www.newswire.ca/news-releases/air-canada-is-proud-to-support-franco-festivals-across-the-country-858049370.html,Air Canada is proud to support Franco festivals across the country,"Jun 13, 2019, 11:00 ET",858049370.txt
125,126,Air Canada Provides Update on ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-exclusive-agreement-with-transat-a-t-inc-to-pursue-a-combination-of-the-two-companies-827210016.html,Air Canada Provides Update on Exclusive Agreement with Transat A.T. Inc. to Pursue a Combination of the two Companies,"Jun 04, 2019, 17:01 ET",827210016.txt
126,127,Air Canada and Drone Delivery ,https://www.newswire.ca/news-releases/air-canada-and-drone-delivery-canada-corp-announce-a-sales-agency-agreement-818908601.html,Air Canada and Drone Delivery Canada Corp. Announce a Sales Agency Agreement,"Jun 04, 2019, 07:45 ET",818908601.txt
127,128,Air Canada Inaugurates Daily M,https://www.newswire.ca/news-releases/air-canada-inaugurates-daily-montreal-raleigh-flights-873412090.html,Air Canada Inaugurates Daily Montreal-Raleigh Flights,"Jun 03, 2019, 18:56 ET",873412090.txt
128,129,Air Canada Demonstrates Commit,https://www.newswire.ca/news-releases/air-canada-demonstrates-commitment-to-social-responsibility-with-release-of-its-2018-corporate-sustainability-report-801086930.html,Air Canada Demonstrates Commitment to Social Responsibility with release of its 2018 Corporate Sustainability Report,"Jun 03, 2019, 12:56 ET",801086930.txt
129,130,Air Canada Renews Normal Cours,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-and-automatic-share-purchase-plan-841921610.html,Air Canada Renews Normal Course Issuer Bid and Automatic Share Purchase Plan,"May 29, 2019, 07:00 ET",841921610.txt
130,131,Air Canada Rouge Pops Up in To,https://www.newswire.ca/news-releases/air-canada-rouge-pops-up-in-toronto-with-multi-sensory-experience-865730669.html,Air Canada Rouge Pops Up in Toronto with Multi-Sensory Experience,"May 24, 2019, 07:00 ET",865730669.txt
131,132,Gamsahabnida! Air Canada Marks,https://www.newswire.ca/news-releases/gamsahabnida-air-canada-marks-25-years-of-service-to-seoul-south-korea-863484780.html,"Gamsahabnida! Air Canada Marks 25 Years of Service to Seoul, South Korea","May 17, 2019, 14:00 ET",863484780.txt
132,133,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-12th-annual-global-transportation-conference-869731044.html,"Media Advisory - Air Canada Deputy Chief Executive Officer &amp; Chief Financial Officer, Michael Rousseau, will participate in a fireside chat at the 12th Annual Global Transportation Conference","May 17, 2019, 11:55 ET",869731044.txt
133,134,Air Canada Wins for Best Premi,https://www.newswire.ca/news-releases/air-canada-wins-for-best-premium-economy-class-and-best-airline-for-onboard-entertainment-at-global-traveler-awards-818007676.html,Air Canada Wins for Best Premium Economy Class and Best Airline for Onboard Entertainment at Global Traveler Awards,"May 17, 2019, 10:30 ET",818007676.txt
134,135,Air Canada enters into Exclusi,https://www.newswire.ca/news-releases/air-canada-enters-into-exclusive-agreement-with-transat-a-t-inc-to-pursue-a-combination-of-the-two-companies-889924857.html,Air Canada enters into Exclusive Agreement with Transat A.T. Inc. to pursue a Combination of the two Companies,"May 16, 2019, 08:00 ET",889924857.txt
135,136,Media Advisory - Air Canada De,https://www.newswire.ca/news-releases/media-advisory-air-canada-deputy-chief-executive-officer-amp-chief-financial-officer-michael-rousseau-will-participate-in-a-fireside-chat-at-the-2019-rbc-capital-markets-canadian-automotive-industrials-amp-transportation-conference-889915479.html,"Media Advisory - Air Canada Deputy Chief Executive Officer &amp; Chief Financial Officer, Michael Rousseau, will participate in a fireside chat at the 2019 RBC Capital Markets Canadian Automotive, Industrials &amp; Transportation Conference","May 09, 2019, 11:26 ET",889915479.txt
136,137,Media Advisory - Air Canada Se,https://www.newswire.ca/news-releases/media-advisory-air-canada-senior-vice-president-finance-amos-kazzaz-will-take-part-in-a-fireside-chat-at-the-bank-of-america-merrill-lynch-2019-transportation-and-industrials-conference-812347707.html,"Media Advisory - Air Canada Senior Vice President, Finance, Amos Kazzaz, will take part in a fireside chat at the Bank of America Merrill Lynch 2019 Transportation and Industrials Conference","May 09, 2019, 11:25 ET",812347707.txt
137,138,Air Canada Receives Final Cour,https://www.newswire.ca/news-releases/air-canada-receives-final-court-approval-to-increase-permitted-foreign-ownership-levels-to-the-levels-permitted-under-canada-transportation-act-873620966.html,Air Canada Receives Final Court Approval to Increase Permitted Foreign Ownership Levels to the Levels Permitted under Canada Transportation Act,"May 08, 2019, 13:13 ET",873620966.txt
138,139,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-830484220.html,Air Canada Announces Election of Directors,"May 07, 2019, 13:48 ET",830484220.txt
