Titr,URL,title,Date,text_file
Air China and Air Canada to Fo,https://www.newswire.ca/news-releases/air-china-and-air-canada-to-form-comprehensive-strategic-alliance-strengthening-canada-china-network-516349471.html,,,
Air China and Air Canada to Fo,https://www.newswire.ca/news-releases/air-china-and-air-canada-to-form-comprehensive-strategic-alliance-strengthening-canada-china-network-516349271.html,,,
Air Canada Expands Introductio,https://www.newswire.ca/news-releases/air-canada-expands-introduction-of-new-international-business-class-and-premium-economy-seating-516321821.html,,,
Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2014-results-516320001.html,,,
Air Canada Reports October Loa,https://www.newswire.ca/news-releases/air-canada-reports-october-load-factor-516314191.html,,,
Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-2015-516272531.html,,,
Air Canada Given Top Honours b,https://www.newswire.ca/news-releases/air-canada-given-top-honours-by-canadian-occupational-safety-magazines-safest-employers-awards-516254891.html,,,
Air Canada Welcomes Landmark A,https://www.newswire.ca/news-releases/air-canada-welcomes-landmark-agreement-with-its-pilots-516240741.html,,,
Air Canada announces that its ,https://www.newswire.ca/news-releases/air-canada-announces-that-its-shares-will-trade-on-the-toronto-stock-exchange-under-a-single-ticker-516098891.html,,,
Air Canada to Present 2014 Thi,https://www.newswire.ca/news-releases/air-canada-to-present-2014-third-quarter-results-516088501.html,,,
Air Canada and the Air Canada ,https://www.newswire.ca/news-releases/air-canada-and-the-air-canada-pilots-association-reach-new-agreement-subject-to-ratification-on-contract-terms-for-10-years-515792811.html,,,
Air Canada Reports September L,https://www.newswire.ca/news-releases/air-canada-reports-september-load-factor-515792521.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-airline-and-aerospace-investor-day-515744911.html,,,
Air Canada Announces New Appoi,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-board-of-directors-515737551.html,,,
Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515734751.html,,,
Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515732911.html,,,
Air Canada Adds Montreal-Venic,https://www.newswire.ca/news-releases/air-canada-adds-montreal-venice-doubles-montreal-paris-flights-for-summer-2015-schedule-515695471.html,,,
Air Canada's International Exp,https://www.newswire.ca/news-releases/air-canadas-international-expansion-extends-to-amsterdam-515695291.html,,,
Air Canada Named Canada's Pref,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-canadian-business-travellers-in-ipsos-reid-study-515680061.html,,,
Air Canada Aligns Domestic Fir,https://www.newswire.ca/news-releases/air-canada-aligns-domestic-first-checked-bag-policy-with-other-canadian-carriers-515641611.html,,,
Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-vancouver-to-osaka-japan-515626801.html,,,
Air Canada Executive Vice Pres,https://www.newswire.ca/news-releases/air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-13th-annual-eastern-institutional-investor-conference-515610631.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-global-industrials-conference-515431841.html,,,
Air Canada Announces New Execu,https://www.newswire.ca/news-releases/air-canada-announces-new-executive-appointment-515386151.html,,,
Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-cowen-and-company-global-transportation--aerospacedefense-conference-515383031.html,,,
Air Canada Issues 2013 Corpora,https://www.newswire.ca/news-releases/air-canada-issues-2013-corporate-sustainability-report-515357761.html,,,
Air Canada Expands Preferred S,https://www.newswire.ca/news-releases/air-canada-expands-preferred-seating-options-for-customers-seeking-additional-legroom-on-north-american-flights-515305591.html,,,
Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-raises-over-1000000-in-support-of-childrens-charities-across-canada-515234461.html,,,
Air Canada Reports Record Seco,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2014-results-515214051.html,,,
Air Canada Reports Record July,https://www.newswire.ca/news-releases/air-canada-reports-record-july-load-factor-515211411.html,,,
Air Canada rouge to Launch Sea,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-seasonal-flights-from-vancouver-to-palm-springs-california-515149721.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2014-second-quarter-results-515135891.html,,,
Air Canada Celebrates Launch o,https://www.newswire.ca/news-releases/air-canada-celebrates-launch-of-its-boeing-787-dreamliner-to-tokyo-haneda-515127841.html,,,
Air Canada Named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-for-fifth-consecutive-year-515070061.html,,,
Air Canada to Launch Non-Stop ,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-service-to-panama-city-514916751.html,,,
Air Canada Reports Record June,https://www.newswire.ca/news-releases/air-canada-reports-record-june-load-factor-514905171.html,,,
Air Canada Launches Tokyo-Hane,https://www.newswire.ca/news-releases/air-canada-launches-tokyo-haneda-service-from-toronto-514575291.html,,,
Air Canada Achieves Single Day,https://www.newswire.ca/news-releases/air-canada-achieves-single-day-record-for-customers-carried-514564241.html,,,
Air Canada Opens Maple Leaf Lo,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514490471.html,,,
Air Canada Opens Maple Leaf Lo,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514489861.html,,,
Air Canada Moves to London Hea,https://www.newswire.ca/news-releases/air-canada-moves-to-london-heathrows-new-terminal-2-514469361.html,,,
Hot Summer Travel Tips for Coo,https://www.newswire.ca/news-releases/hot-summer-travel-tips-for-cool-air-canada-flying-514447471.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-leveraged-finance-conference-514432921.html,,,
Air Canada Reports Record May ,https://www.newswire.ca/news-releases/air-canada-reports-record-may-load-factor-514418121.html,,,
"Air Canada President and CEO, ",https://www.newswire.ca/news-releases/air-canada-president-and-ceo-calin-rovinescu-named-iata-chairman-514409581.html,,,
"Air Canada St. John's, NL-Lond",https://www.newswire.ca/news-releases/air-canada-st-johns-nl-london-heathrow-flights-to-become-year-round-514395701.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-4th-annual-quebec-conference-514389681.html,,,
Air Canada Increases Capacity ,https://www.newswire.ca/news-releases/air-canada-increases-capacity-to-charlottetown-during-peak-summer-celebrations-514372491.html,,,
Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-duncan-bureau-as-vice-president-global-sales-514364751.html,,,
Air Canada rouge Expands to Ha,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-hawaii-514362761.html,,,
Air Canada Ready to Implement ,https://www.newswire.ca/news-releases/air-canada-ready-to-implement-expanded-use-of-portable-electronic-devices-for-all-phases-of-flight-aboard-its-aircraft-514357041.html,,,
A new era for Air Canada: Airl,https://www.newswire.ca/news-releases/a-new-era-for-air-canada-airline-launches-major-new-marketing-campaign-may-20-514322441.html,,,
Air Canada Debuts New Internat,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514322111.html,,,
Air Canada Debuts New Internat,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514321491.html,,,
/R E P E A T -- Photo and Vide,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514319931.html,,,
Air Canada's Dreamliner Touche,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317971.html,,,
Air Canada's Dreamliner Touche,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317941.html,,,
Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-514315921.html,,,
/R E P E A T -- Photo and Vide,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514313311.html,,,
Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2014-results-514300861.html,,,
Photo and Video Opportunity: A,https://www.newswire.ca/news-releases/photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514286021.html,,,
Air Canada to Launch Year-Roun,https://www.newswire.ca/news-releases/air-canada-to-launch-year-round-service-to-rio-de-janeiro-514260771.html,,,
Air Canada Reports Record Apri,https://www.newswire.ca/news-releases/air-canada-reports-record-april-load-factor-514241001.html,,,
Air Canada Opposes Proposed On,https://www.newswire.ca/news-releases/air-canada-opposes-proposed-ontario-budget-increases-to-aviation-fuel-taxes-514222441.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2014-results-514219151.html,,,
Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-bank-of-america-merrill-lynch-2014-transportation-conference-514188811.html,,,
Air Canada Successfully Comple,https://www.newswire.ca/news-releases/air-canada-successfully-completes-us400-million-unsecured-financing-514089391.html,,,
Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-upsized-offering-of-unsecured-notes-514069411.html,,,
Air Canada is the First Canadi,https://www.newswire.ca/news-releases/air-canada-is-the-first-canadian-airline-to-offer-customers-wi-fi-connectivity-on-board-aircraft-across-north-america-514057011.html,,,
Air Canada Announces Proposed ,https://www.newswire.ca/news-releases/air-canada-announces-proposed-financing-transaction-514045731.html,,,
Air Canada Reports March Traff,https://www.newswire.ca/news-releases/air-canada-reports-march-traffic-results-and-provides-updates-for-the-first-quarter-and-full-year-2014-514033121.html,,,
Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival---call-for-entries-514018031.html,,,
Air Canada announces adoption ,https://www.newswire.ca/news-releases/air-canada-announces-adoption-of-advance-notice-by-law-514004351.html,,,
Air Canada rouge Expands to We,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-western-canada-513988101.html,,,
Air Canada Reports February Tr,https://www.newswire.ca/news-releases/air-canada-reports-february-traffic-results-513879281.html,,,
Media Advisory - Air Canada Pr,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-2014-aviation-transportation--industrials-conference-513858251.html,,,
Air Canada Welcomes Agreement ,https://www.newswire.ca/news-releases/air-canada-welcomes-agreement-to-expand-air-services-between-canada-and-mexico-513760531.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-jp-morgan-global-high-yield--leveraged-finance-conference-513758001.html,,,
Air Canada rouge offers 30 per,https://www.newswire.ca/news-releases/air-canada-rouge-offers-30-percent-more-capacity-with-launch-of-montreal-orlando-service-february-15th-513739791.html,,,
Air Canada Reports Record Full,https://www.newswire.ca/news-releases/air-canada-reports-record-full-year-2013-results-513717511.html,,,
Air Canada Reports Record Janu,https://www.newswire.ca/news-releases/air-canada-reports-record-january-load-factor-513680481.html,,,
Air Canada to Present Fourth Q,https://www.newswire.ca/news-releases/air-canada-to-present-fourth-quarter-and-full-year-2013-results-513633451.html,,,
Air Canada rouge to Offer More,https://www.newswire.ca/news-releases/air-canada-rouge-to-offer-more-caribbean-destinations-this-summer-from-toronto-and-montreal-513616381.html,,,
Air Canada Provides Pension Pl,https://www.newswire.ca/news-releases/air-canada-provides-pension-plan-solvency-update---domestic-plans-estimated-to-be-in-a-small-surplus-position-as-at-january-1-2014-513592141.html,,,
Air Canada Named Best Long Hau,https://www.newswire.ca/news-releases/air-canada-named-best-long-haul-airline-in-the-americas-513557801.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-and-atb-corporate-financial-services-institutional-investor-conference-513540861.html,,,
Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513520421.html,,,
Air Canada Reports Record Load,https://www.newswire.ca/news-releases/air-canada-reports-record-load-factors-for-december-and-full-year-2013-513518261.html,,,
Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513490251.html,,,
Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513490001.html,,,
Air Canada Confirms Approval o,https://www.newswire.ca/news-releases/air-canada-confirms-approval-of-regulations-extending-pension-funding-arrangements-513478491.html,,,
Charles Hamelin Voted Air Cana,https://www.newswire.ca/news-releases/charles-hamelin-voted-air-canada-athlete-of-the-year-513441861.html,,,
Air Canada Selects Boeing 737 ,https://www.newswire.ca/news-releases/air-canada-selects-boeing-737-max-to-renew-mainline-narrowbody-fleet-513428861.html,,,
Air Canada Tips for Smooth Win,https://www.newswire.ca/news-releases/air-canada-tips-for-smooth-winter-travel-513426201.html,,,
Air Canada Selects Air Georgia,https://www.newswire.ca/news-releases/air-canada-selects-air-georgian-to-operate-additional-regional-routes-under-rfp-process-513415371.html,,,
Air Canada Voted Top Honours i,https://www.newswire.ca/news-releases/air-canada-voted-top-honours-in-travel-magazine-awards-513398921.html,,,
Air Canada to launch Tokyo-Han,https://www.newswire.ca/news-releases/air-canada-to-launch-tokyo-haneda-dreamliner-service-from-toronto-513385831.html,,,
Air Canada Reports November Lo,https://www.newswire.ca/news-releases/air-canada-reports-november-load-factor-513374201.html,,,
Air Canada Premiers New Boeing,https://www.newswire.ca/news-releases/air-canada-premiers-new-boeing-787-dreamliner-cabin-interiors-513370431.html,,,
Air Canada Premiers New Boeing,https://www.newswire.ca/news-releases/air-canada-premiers-new-boeing-787-dreamliner-cabin-interiors-513366041.html,,,
Air Canada Comments on Jazz Be,https://www.newswire.ca/news-releases/air-canada-comments-on-jazz-benchmark-arbitration-513307631.html,,,
Air Canada Invites Canadians t,https://www.newswire.ca/news-releases/air-canada-invites-canadians-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2013-513274151.html,,,
Air Canada Cargo and Cargojet ,https://www.newswire.ca/news-releases/air-canada-cargo-and-cargojet-begin-discussions-towards-commercial-cooperation-513271761.html,,,
Media Advisory - Air Canada Pr,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-scotiabank-transportation-and-aerospace-conference-2013-513241761.html,,,
Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2013-results-513207601.html,,,
Air Canada Comments on Unusual,https://www.newswire.ca/news-releases/air-canada-comments-on-unusual-share-trading-activity-513198241.html,,,
Air Canada Reports October Loa,https://www.newswire.ca/news-releases/air-canada-reports-october-load-factor-513190801.html,,,
Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-employers-for-2014-513134191.html,,,
Greater Toronto Airports Autho,https://www.newswire.ca/news-releases/greater-toronto-airports-authority-and-air-canada-announce-a-new-commercial-agreement-to-build-global-hub-513120151.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2013-third-quarter-results-513119361.html,,,
Greater Toronto Airports Autho,https://www.newswire.ca/news-releases/greater-toronto-airports-authority-and-air-canada-announce-a-new-commercial-agreement-to-build-global-hub-513118021.html,,,
Air Canada enRoute Film Festiv,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-presents-a-film-industry-panel-in-montreal-513115221.html,,,
Air Canada Launches New Reward,https://www.newswire.ca/news-releases/air-canada-launches-new-rewards-program-for-business-513101401.html,,,
Air Canada Opens New Maple Lea,https://www.newswire.ca/news-releases/air-canada-opens-new-maple-leaf-lounge-at-frankfurt-hub-showcasing-canadian-design-and-artwork-513086901.html,,,
Air Canada Opens New Maple Lea,https://www.newswire.ca/news-releases/air-canada-opens-new-maple-leaf-lounge-at-frankfurt-hub-showcasing-canadian-design-and-artwork-513086971.html,,,
Air Canada Adds Montreal-Barce,https://www.newswire.ca/news-releases/air-canada-adds-montreal-barcelona-and-montreal-nice-non-stop-flights-for-summer-2014-schedule-513074711.html,,,
Air Canada Launches Major Euro,https://www.newswire.ca/news-releases/air-canada-launches-major-european-expansion-513073661.html,,,
Air Canada Reports September L,https://www.newswire.ca/news-releases/air-canada-reports-september-load-factor-and-updates-guidance-513058031.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-rbc---2013-canadian-airline--aerospace-investor-day-513056381.html,,,
Air Canada and Air China Expan,https://www.newswire.ca/news-releases/air-canada-and-air-china-expand-cooperation-agreement-enhancing-codeshare-and-interline-connections-between-canada-and-china-513032401.html,,,
Air Canada Completes Its $1.4 ,https://www.newswire.ca/news-releases/air-canada-completes-its-14-billion-refinancing-transaction-513016221.html,,,
Air Canada Signs Maintenance A,https://www.newswire.ca/news-releases/air-canada-signs-maintenance-agreement-with-premier-aviation-trois-rivieres-facility-employs-120-technicians-513000141.html,,,
Air Canada to Undertake Reques,https://www.newswire.ca/news-releases/air-canada-to-undertake-request-for-proposals-for-certain-us-regional-transborder-routes-512989961.html,,,
Air Canada Announces Early Ten,https://www.newswire.ca/news-releases/air-canada-announces-early-tender-and-consent-solicitation-results-512974071.html,,,
Air Canada Announces Executive,https://www.newswire.ca/news-releases/air-canada-announces-executive-realignment-512963821.html,,,
Air Canada Shares (AC.B) To Be,https://www.newswire.ca/news-releases/air-canada-shares-acb-to-be-added-to-sptsx-composite-index-september-20-2013-512946401.html,,,
Air Canada Named Canada's Pref,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-business-travellers-in-ipsos-reid-survey-512941991.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-cibc-12th-annual-eastern-institutional-investor-conference-512935831.html,,,
Air Canada Announces Proposed ,https://www.newswire.ca/news-releases/air-canada-announces-proposed-refinancing-transaction-launches-tender-offers-and-consent-solicitations-for-its-9250-senior-secured-notes-due-2015-10125-senior-secured-notes-due-2015-and-12000-senior-second-lien-notes-due-512890431.html,,,
Air Canada Reports Record Augu,https://www.newswire.ca/news-releases/air-canada-reports-record-august-load-factor-512888681.html,,,
Air Canada Completes Transfer ,https://www.newswire.ca/news-releases/air-canada-completes-transfer-of-embraer-175-regional-jets-to-sky-regional-512884791.html,,,
Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-raises-over-600000-for-children-in-need-512879311.html,,,
Red Deer Flight Departure puts,https://www.newswire.ca/news-releases/red-deer-flight-departure-puts-central-alberta-officially-on-air-canadas-global-network-map-512871531.html,,,
Air Canada Issues 2012 Corpora,https://www.newswire.ca/news-releases/air-canada-issues-2012-corporate-sustainability-report-512867811.html,,,
Air Canada Opens State-of-the-,https://www.newswire.ca/news-releases/air-canada-opens-state-of-the-art-global-operations-centre-in-brampton-ontario-512819331.html,,,
Media Advisory - Air Canada in,https://www.newswire.ca/news-releases/media-advisory---air-canada-invites-media-to-tour-its-new-state-of-the-art-operations-centre-512809771.html,,,
Air Canada Extends Montreal-Sa,https://www.newswire.ca/news-releases/air-canada-extends-montreal-san-francisco-flights-year-round-512786191.html,,,
Air Canada Further Expands Ser,https://www.newswire.ca/news-releases/air-canada-further-expands-service-to-sydney-nova-scotia-with-daily-year-round-flights-to-toronto-512785041.html,,,
Air Canada Reports Record Seco,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2013-results-512779981.html,,,
Air Canada Reports July Load F,https://www.newswire.ca/news-releases/air-canada-reports-july-load-factor-512778871.html,,,
Air Canada and Airbus win Eco-,https://www.newswire.ca/news-releases/air-canada-and-airbus-win-eco-partnership-award-for-north-americas-first-perfect-flight-512768401.html,,,
Air Canada Takes to the Slopes,https://www.newswire.ca/news-releases/air-canada-takes-to-the-slopes-with-toronto---vail-colorado-non-stop-flights-512763901.html,,,
Air Canada Introduces Halifax ,https://www.newswire.ca/news-releases/air-canada-introduces-halifax---fort-lauderdale-seasonal-flights-512762811.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2013-second-quarter-results-512739981.html,,,
Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival-finalists-to-be-announced-at-vancouver-screening-event-512709831.html,,,
Air Canada to launch service t,https://www.newswire.ca/news-releases/air-canada-to-launch-service-to-red-deer-ab-connecting-central-alberta-to-international-network-512704261.html,,,
Air Canada Reports June Load F,https://www.newswire.ca/news-releases/air-canada-reports-june-load-factor-512687241.html,,,
Air Canada Welcomes Strengthen,https://www.newswire.ca/news-releases/air-canada-welcomes-strengthened-canada-china-air-bilateral-512686631.html,,,
Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-512666101.html,,,
Air Canada Announces Terminati,https://www.newswire.ca/news-releases/air-canada-announces-termination-of-tender-offers-and-consent-solicitations-512662471.html,,,
Air Canada rouge Service Expan,https://www.newswire.ca/news-releases/air-canada-rouge-service-expands-to-more-holiday-destinations-with-2013-2014-winter-schedule-512641521.html,,,
Air Canada Hot Self-Service Ti,https://www.newswire.ca/news-releases/air-canada-hot-self-service-tips-for-cool-summer-travel-512616941.html,,,
Air Canada Named 'Best Airline,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-in-skytrax-global-survey-of-more-than-18-million-air-travellers-512607051.html,,,
Air Canada Launches Tender Off,https://www.newswire.ca/news-releases/air-canada-launches-tender-offers-and-consent-solicitations-for-its-9250-senior-secured-notes-due-2015-10125-senior-secured-notes-due-2015-and-12000-senior-second-lien-notes-due-2016-512589811.html,,,
Air Canada Executives Present ,https://www.newswire.ca/news-releases/air-canada-executives-present-at-investor-day-conference-and-provide-an-update-on-guidance-512550841.html,,,
Air Canada Reports May Load Fa,https://www.newswire.ca/news-releases/air-canada-reports-may-load-factor-512534041.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-participate-in-a-fireside-chat-presentation-at-the-national-bank-financial-3rd-annual-quebec-conference-512513291.html,,,
Air Canada Gift Cards Now Taki,https://www.newswire.ca/news-releases/air-canada-gift-cards-now-taking-off---first-airline-in-canada-to-offer-the-gift-of-travel-through-a-genuine-and-convenient-gift-card-512491311.html,,,
/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-host-2013-investor-day-in-toronto-on-june-10-512473551.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2013-investor-day-in-toronto-on-june-10-512392651.html,,,
Air Canada Announces Closing o,https://www.newswire.ca/news-releases/air-canada-announces-closing-of-private-offering-of-enhanced-equipment-trust-certificates-512392431.html,,,
Air Canada Welcomes Automated ,https://www.newswire.ca/news-releases/air-canada-welcomes-automated-passport-control-at-yvr-to-streamline-travel-to-the-usa-512380311.html,,,
Air Canada Reports April Load ,https://www.newswire.ca/news-releases/air-canada-reports-april-load-factor-512367591.html,,,
Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2013-results-512363801.html,,,
Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-bank-of-america-merrill-lynch-global-transportation-conference-512359371.html,,,
Air Canada Supports Keeping th,https://www.newswire.ca/news-releases/air-canada-supports-keeping-the-international-civil-aviation-organizations-icao-headquarters-in-montreal-512339301.html,,,
Etihad Airways and Air Canada ,https://www.newswire.ca/news-releases/etihad-airways-and-air-canada-to-introduce-codeshare-services-512325231.html,,,
Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offerings-of-enhanced-equipment-trust-certificates-512322221.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2013-results-512319921.html,,,
Air Canada Announces Private O,https://www.newswire.ca/news-releases/air-canada-announces-private-offering-of-enhanced-equipment-trust-certificates-512318551.html,,,
Air Canada Toronto-Dublin Flig,https://www.newswire.ca/news-releases/air-canada-toronto-dublin-flights-to-be-extended-year-round-in-2014-with-introduction-of-air-canada-rouge-service-512311151.html,,,
Air Canada Provides First Quar,https://www.newswire.ca/news-releases/air-canada-provides-first-quarter-preliminary-results-and-updated-full-year-2013-guidance-512303731.html,,,
Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival---call-for-entries-512298701.html,,,
Travel Advisory: Air Canada Mo,https://www.newswire.ca/news-releases/travel-advisory-air-canada-modifies-check-in-deadline-on-flights-within-canada-to-minimum-45-minutes-prior-to-departure-512214751.html,,,
Air Canada Reports Record Marc,https://www.newswire.ca/news-releases/air-canada-reports-record-march-load-factor-512190171.html,,,
Air Canada customers connectin,https://www.newswire.ca/news-releases/air-canada-customers-connecting-to-the-us-through-toronto-now-benefit-from-fully-automated-baggage-handling-512139271.html,,,
Air Canada customers connectin,https://www.newswire.ca/news-releases/air-canada-customers-connecting-to-the-us-through-toronto-now-benefit-from-fully-automated-baggage-handling-512138391.html,,,
Air Canada Pension Funding Arr,https://www.newswire.ca/news-releases/air-canada-pension-funding-arrangements-to-be-extended-with-specific-new-conditions-attached-512059411.html,,,
Air Canada Reports Record Febr,https://www.newswire.ca/news-releases/air-canada-reports-record-february-load-factor-512033711.html,,,
Air Canada Frequent Flyers Set,https://www.newswire.ca/news-releases/air-canada-frequent-flyers-set-for-take-off-with-altitude-512010531.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-and-treasurer-pierre-houle-to-present-at-the-global-high-yield--leveraged-finance-conference-hosted-by-jp-morgan-511977171.html,,,
Air Canada Introduces Lowest P,https://www.newswire.ca/news-releases/air-canada-introduces-lowest-price-guarantee-to-assure-customers-of-best-available-price-on-line-511947591.html,,,
Air Canada to Introduce Intern,https://www.newswire.ca/news-releases/air-canada-to-introduce-international-premium-economy-cabin-adds-five-new-boeing-777-300er-aircraft-to-mainline-fleet-511932261.html,,,
Air Canada Reports Full Year a,https://www.newswire.ca/news-releases/air-canada-reports-full-year-and-fourth-quarter-2012-results-511932121.html,,,
